offer_id,domain_tag,v2_skills,v3_skills,v3_core_metier,v3_tool,v3_context,v3_noise
385,data,3,4,4,0,0,0
371,finance,3,4,4,0,0,0
492,sales,3,5,3,1,1,0
655,sales,1,5,5,0,0,0
544,engineering,2,4,4,0,0,0
365,admin,1,5,4,1,0,0
704,supply,0,5,4,0,1,0
157,operations,3,2,1,0,1,0
413,sales,0,5,5,0,0,0
7293,finance,1,4,3,1,0,0
606,hr,4,5,5,0,0,0
649,engineering,0,5,3,1,1,0
618,data,3,4,1,2,1,0
308,engineering,1,5,5,0,0,0
880,engineering,1,4,4,0,0,0
183,operations,3,5,5,0,0,0
925,hr,2,5,4,0,0,1
313,sales,2,4,2,2,0,0
150,supply,2,3,3,0,0,0
656,marketing,1,5,4,1,0,0
140,finance,3,4,4,0,0,0
421,engineering,2,5,4,0,1,0
248,sales,1,4,4,0,0,0
137,finance,3,5,4,1,0,0
208,engineering,2,5,4,1,0,0
614,supply,3,5,4,1,0,0
191,other,1,5,5,0,0,0
835,engineering,0,4,4,0,0,0
760,finance,2,5,5,0,0,0
141,sales,1,3,2,0,1,0
122,engineering,1,5,5,0,0,0
218,sales,2,5,4,1,0,0
648,sales,0,1,1,0,0,0
570,finance,3,5,4,0,1,0
923,sales,2,4,2,1,1,0
434,engineering,1,4,3,0,1,0
49,marketing,1,5,5,0,0,0
211,data,1,5,3,2,0,0
901,engineering,1,4,3,1,0,0
671,finance,3,5,4,1,0,0
580,supply,2,4,4,0,0,0
530,finance,2,5,5,0,0,0
928,sales,2,5,3,1,1,0
536,engineering,1,5,5,0,0,0
465,sales,3,5,5,0,0,0
449,engineering,2,4,3,0,1,0
520,engineering,3,4,3,1,0,0
64,engineering,3,5,5,0,0,0
